cluster	id	name
cluster_097	JASPAR_vertebrates_CORE_MA1154.2_n707	ZNF282
cluster_098	JASPAR_vertebrates_CORE_MA1155.1_n114	ZSCAN4
cluster_099	JASPAR_vertebrates_CORE_MA1514.2_n455	KLF17
cluster_100	JASPAR_vertebrates_CORE_MA1529.2_n518	NHLH2
cluster_101	JASPAR_vertebrates_CORE_MA1545.2_n552	OVOL2
cluster_102	JASPAR_vertebrates_CORE_MA1573.2_n168	Thap11
cluster_103	JASPAR_vertebrates_CORE_MA1575.2_n661	THRB
cluster_104	JASPAR_vertebrates_CORE_MA1580.1_n133	ZBTB32
cluster_105	JASPAR_vertebrates_CORE_MA1583.2_n690	ZFP57
cluster_106	JASPAR_vertebrates_CORE_MA1585.2_n694	ZKSCAN1
cluster_107	JASPAR_vertebrates_CORE_MA1588.1_n135	ZNF136
cluster_108	JASPAR_vertebrates_CORE_MA1589.2_n697	ZNF140
cluster_109	JASPAR_vertebrates_CORE_MA1594.1_n136	ZNF382
cluster_110	JASPAR_vertebrates_CORE_MA1597.1_n138	ZNF528
cluster_111	JASPAR_vertebrates_CORE_MA1600.2_n731	ZNF684
cluster_112	JASPAR_vertebrates_CORE_MA1652.2_n696	ZKSCAN5
cluster_113	JASPAR_vertebrates_CORE_MA1656.2_n719	ZNF449
cluster_114	JASPAR_vertebrates_CORE_MA1710.2_n703	ZNF257
cluster_115	JASPAR_vertebrates_CORE_MA1711.2_n713	ZNF343
cluster_116	JASPAR_vertebrates_CORE_MA1714.2_n728	ZNF675
cluster_117	JASPAR_vertebrates_CORE_MA1715.1_n142	ZNF707
cluster_118	JASPAR_vertebrates_CORE_MA1717.2_n738	ZNF784
cluster_119	JASPAR_vertebrates_CORE_MA1718.1_n143	ZNF8
cluster_120	JASPAR_vertebrates_CORE_MA1719.2_n739	ZNF816
cluster_121	JASPAR_vertebrates_CORE_MA1720.2_n740	ZNF85
cluster_122	JASPAR_vertebrates_CORE_MA1721.2_n741	ZNF93
cluster_123	JASPAR_vertebrates_CORE_MA1722.2_n743	ZSCAN31
cluster_124	JASPAR_vertebrates_CORE_MA1723.2_n580	PRDM9
cluster_125	JASPAR_vertebrates_CORE_MA1726.2_n711	ZNF331
cluster_126	JASPAR_vertebrates_CORE_MA1729.2_n729	ZNF680
cluster_127	JASPAR_vertebrates_CORE_MA1929.2_n247	CTCF
cluster_128	JASPAR_vertebrates_CORE_MA1930.2_n248	CTCF
cluster_129	JASPAR_vertebrates_CORE_MA1938.2_n302	ERF::NHLH1
cluster_130	JASPAR_vertebrates_CORE_MA1972.1_n148	ZFP14
cluster_131	JASPAR_vertebrates_CORE_MA1973.2_n695	ZKSCAN3
cluster_132	JASPAR_vertebrates_CORE_MA1975.2_n702	ZNF214
cluster_133	JASPAR_vertebrates_CORE_MA1976.2_n709	ZNF320
cluster_134	JASPAR_vertebrates_CORE_MA1978.2_n714	ZNF354A
cluster_135	JASPAR_vertebrates_CORE_MA1980.1_n149	ZNF418
cluster_136	JASPAR_vertebrates_CORE_MA1981.2_n721	ZNF530
cluster_137	JASPAR_vertebrates_CORE_MA1983.2_n724	ZNF582
cluster_138	JASPAR_vertebrates_CORE_MA1984.2_n727	ZNF667
cluster_139	JASPAR_vertebrates_CORE_MA1986.2_n732	ZNF692
cluster_140	JASPAR_vertebrates_CORE_MA1987.2_n733	ZNF701
cluster_141	JASPAR_vertebrates_CORE_MA1998.2_n840	Prdm14
cluster_142	JASPAR_vertebrates_CORE_MA1999.2_n843	Prdm5
cluster_143	JASPAR_vertebrates_CORE_MA2002.2_n873	Zfp335
cluster_144	JASPAR_vertebrates_CORE_MA2098.1_n180	ZNF766
cluster_145	JASPAR_vertebrates_CORE_MA2099.1_n181	ZNF770
cluster_146	JASPAR_vertebrates_CORE_MA2100.1_n182	ZSCAN16
cluster_147	JASPAR_vertebrates_CORE_MA2101.1_n183	ZNF677
cluster_148	JASPAR_vertebrates_CORE_MA2120.1_n188	ZNF184
cluster_149	JASPAR_vertebrates_CORE_MA2121.1_n189	ZNF213
cluster_150	JASPAR_vertebrates_CORE_MA2124.1_n748	Hmga1
cluster_151	JASPAR_vertebrates_CORE_MA2330.1_n196	ZBTB24
cluster_152	JASPAR_vertebrates_CORE_MA2331.1_n197	ZNF157
cluster_153	JASPAR_vertebrates_CORE_MA2333.1_n199	ZNF35
cluster_154	JASPAR_vertebrates_CORE_MA2335.1_n201	ZNF558
cluster_155	JASPAR_vertebrates_CORE_MA2336.1_n202	ZSCAN21
